,Unnamed: 0,tick,num_streak,streak_start_date,streak_end_date,payout_period,lastest_amount,incremental_percentage,number_survive_proof,latest_survive_streak,number_survive_years,exchange,industry,sector,share_volume,trade_volume,market_cap,low_today,high_today,low_52,high_52,previous_close,_pe,_yield,_eps,_annualized_dividend
110,110,PARAA,66,02/24/2006,06/14/2022,2.9696969696969697,0.24,100.0,2,2006,16,NASDAQ-GS,Consumer Discretionary,Movies/Entertainment,35611.0,61428.0,16457000000.0,27.84,26.68,48.21,26.34,27.84,4.55,3.45,6.11,0.96
111,111,CMCT,96,12/29/1999,06/16/2022,2.84375,0.085,55850.0,3,1999,28,NASDAQ-GM,Real Estate,Real Estate Investment Trusts,8027.0,23787.0,166389000.0,7.22,7.01,9.39,6.15,7.24,0.0,4.7,-0.73,0.34
112,112,MCFT,1,06/13/2016,06/13/2016,0.0,4.3,0.0,0,2016,6,NASDAQ-GM,Consumer Discretionary,Recreational Games/Products/Toys,71045.0,108167.0,392822000.0,21.83,20.25,29.69,20.26,21.07,6.48,0.0,3.36,0.0
113,113,CTBI,96,09/11/1998,06/14/2022,2.9791666666666665,0.4,9.523809523809533,3,1998,34,NASDAQ-GS,Finance,Major Banks,44543.0,50951.0,738177000.0,41.3,40.34,46.3,38.2,41.49,8.74,3.86,4.72,1.6
114,114,PNFP,35,11/22/2013,05/05/2022,2.914285714285714,0.22,50.0,1,2013,9,NASDAQ-GS,Finance,Major Banks,324014.0,443909.0,5638000000.0,73.83,71.68,111.31,67.9,73.87,10.85,1.19,6.8,0.88
115,115,NWE,70,03/22/2005,06/14/2022,2.9571428571428573,0.63,24.0,2,2005,17,NASDAQ-GS,Utilities,Power Generation,292689.0,315103.0,3230000000.0,60.14,56.1,65.62,53.66,60.49,16.73,4.17,3.44,2.52
116,116,DNUT,4,10/26/2021,07/26/2022,2.25,0.035,0.0,0,2021,1,NASDAQ-GS,Consumer Discretionary,Specialty Foods,470287.0,692322.0,2319000000.0,13.88,13.34,20.45,11.98,13.6,0.0,1.03,-0.14,0.14
117,117,DXYN,2,05/13/1998,09/10/1998,3.0,0.05,0.0,0,1998,34,NASDAQ-GM,Consumer Discretionary,Home Furnishings,19311.0,42616.0,20378000.0,1.33,1.27,6.98,1.22,1.32,0.0,0.0,-0.01,0.0
118,118,HSII,36,07/31/2013,05/05/2022,3.0,0.15,15.384615384615389,1,2013,15,NASDAQ-GS,Consumer Discretionary,Diversified Commercial Services,179113.0,142143.0,623477000.0,32.39,31.48,50.03,28.79,32.4,8.43,1.85,3.75,0.6
119,119,HAS,89,10/30/2000,07/29/2022,2.932584269662921,0.7,100.0,3,2000,22,NASDAQ-GS,Consumer Discretionary,Recreational Games/Products/Toys,793099.0,1068572.0,11458000000.0,82.17,79.4,105.73,78.32,81.35,30.55,3.44,2.69,2.8
120,120,LANC,135,12/05/1988,06/08/2022,2.977777777777778,0.8,1394.4444444444446,4,1988,34,NASDAQ-GS,Consumer Staples,Packaged Foods,199703.0,141236.0,3572000000.0,130.01,127.12,201.31,116.85,131.29,38.86,2.44,3.34,3.2
121,121,SWKS,33,05/09/2014,05/23/2022,2.909090909090909,0.56,100.0,1,2014,8,NASDAQ-GS,Technology,Semiconductors,2372596.0,2326827.0,15103000000.0,93.85,89.14,197.62,88.76,91.12,11.4,2.46,8.23,2.24
122,122,GOOD,215,12/29/2003,06/21/2022,1.0325581395348835,0.1254,1100.0,2,2003,19,NASDAQ-GS,Real Estate,Real Estate Investment Trusts,181312.0,254212.0,746863000.0,19.0,18.56,26.13,17.73,18.94,0.0,7.95,-0.03,1.505
123,123,CTRN,19,08/28/2015,03/02/2020,2.8947368421052637,0.08,33.33333333333334,1,2015,7,NASDAQ-GS,,,305565.0,529042.0,206527000.0,24.74,22.19,97.46,21.7,22.99,3.45,0.0,7.14,0.0
124,124,WW,31,03/22/2006,09/25/2013,2.903225806451613,0.175,0.0,1,2006,16,NASDAQ-GS,Consumer Discretionary,Other Consumer Services,1105447.0,1425498.0,500055000.0,7.14,6.46,36.91,6.01,6.73,6.64,0.0,1.07,0.0
125,125,RCII,11,01/03/2020,06/17/2022,3.0,0.34,15.999999999999986,1,2020,12,NASDAQ-GS,Consumer Discretionary,Diversified Commercial Services,835813.0,1129229.0,1212000000.0,20.54,18.88,67.76,19.01,19.75,16.01,6.89,1.28,1.36
126,126,SPOK,63,02/20/2007,05/24/2022,2.952380952380953,0.3125,400.0,2,2007,17,NASDAQ-GS,Technology,Retail: Computer Software & Peripheral Equipment,98586.0,122348.0,124464000.0,6.34,6.13,11.46,6.18,6.26,0.0,19.97,-1.4,1.25
127,127,ODP,15,08/23/2016,02/28/2020,2.8,0.025,0.0,1,2016,6,NASDAQ-GS,Miscellaneous,Diversified Commercial Services,363969.0,471711.0,1549000000.0,31.55,28.97,49.28,28.85,30.35,0.0,0.0,-3.94,0.0
128,128,LAND,113,02/13/2013,06/21/2022,0.991150442477876,0.0454,275.0,1,2013,9,NASDAQ-GM,Real Estate,Real Estate Investment Trusts,377560.0,377546.0,777430000.0,22.61,21.51,42.1,21.23,22.35,0.0,2.44,-0.29,0.545
129,129,GRIN,3,12/02/2021,06/09/2022,2.0,0.47,0.0,0,2021,1,NASDAQ-GS,Consumer Discretionary,Marine Transportation,257022.0,403002.0,315651000.0,17.58,16.48,28.98,9.0,17.72,2.26,10.61,7.38,1.88
130,130,MSBI,24,08/10/2016,05/12/2022,2.875,0.29,11.111111111111114,1,2016,6,NASDAQ-GS,Finance,Major Banks,77128.0,73286.0,552039000.0,25.06,23.99,30.6,22.5,24.6,6.8,4.72,3.68,1.16
131,131,UVSP,5,05/11/2021,05/10/2022,3.0,0.21,5.0,0,2021,24,NASDAQ-GS,Finance,Major Banks,49026.0,87049.0,766165000.0,25.92,25.25,31.93,24.4,26.01,9.62,3.23,2.69,0.84
132,132,XRAY,112,09/08/1994,06/23/2022,2.9732142857142856,0.125,16.666666666666686,3,1994,28,NASDAQ-GS,Health Care,Medical/Dental Instruments,1010231.0,2431134.0,7778000000.0,36.15,35.04,66.98,33.77,36.2,21.36,1.38,1.69,0.5
133,133,WHF,42,12/26/2012,06/16/2022,2.7142857142857144,0.355,228.7037037037037,1,2012,10,NASDAQ-GS,Finance,Finance Companies,83562.0,72440.0,307739000.0,13.3,12.99,16.22,12.35,13.27,10.18,10.7,1.3,1.42
134,134,HRZN,123,08/19/2011,08/17/2022,1.0975609756097562,0.1,50.0,1,2011,0,NASDAQ-GS,Finance,Finance/Investors Services,209467.0,206250.0,285127000.0,11.9,11.64,19.08,10.55,11.9,9.59,10.08,1.24,1.2
135,135,SASR,105,06/06/1996,05/10/2022,2.961904761904762,0.34,700.0,3,1996,26,NASDAQ-GS,Finance,Major Banks,102635.0,139376.0,1791000000.0,39.65,38.3,52.04,37.61,39.72,9.12,3.42,4.34,1.36
136,136,HURC,36,09/26/2013,06/24/2022,3.0,0.15,40.0,1,2013,33,NASDAQ-GS,Industrials,Steel/Iron Ore,16040.0,16239.0,160629000.0,25.15,24.45,35.61,24.0,25.3,17.85,2.37,1.37,0.6
137,137,EBAY,14,02/28/2019,05/31/2022,2.7857142857142856,0.22,22.22222222222223,1,2019,3,NASDAQ-GS,Consumer Discretionary,Catalog/Specialty Distribution,6413936.0,7806698.0,24594000000.0,43.96,41.89,81.19,40.52,42.89,2.58,2.05,17.05,0.88
138,138,FONR,4,05/13/1998,03/18/1999,2.5,0.0075,1.4210854715202004e-14,0,1998,24,NASDAQ-CM,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,11167.0,10773.0,98560000.0,14.94,14.65,19.32,14.24,14.95,0.0,0.0,0.0,0.0
139,139,CVBF,85,07/02/2001,06/29/2022,2.988235294117647,0.19,28.571428571428555,3,2001,23,NASDAQ-GS,Finance,Major Banks,1161097.0,960602.0,3387000000.0,25.09,24.26,25.59,18.72,25.15,17.72,3.02,1.41,0.76
140,140,FSV,29,06/26/2015,06/29/2022,2.896551724137931,0.2025,11.36363636363636,1,2015,7,NASDAQ-GS,,,57868.0,69732.0,5492000000.0,125.02,119.93,202.78,112.64,122.91,43.41,0.66,2.88,0.81
141,141,RELL,135,11/17/1988,05/05/2022,2.977777777777778,0.06,150.0,4,1988,34,NASDAQ-GS,Technology,Electronic Components,326315.0,97592.0,196331000.0,14.93,13.81,17.0,7.2,14.52,17.32,1.65,0.85,0.24
142,142,MMLP,78,01/29/2003,05/05/2022,2.9743589743589745,0.005,62.49593760155997,2,2003,19,NASDAQ-GS,Energy,Oil Refining/Marketing,92804.0,0.0,142794000.0,4.0,3.65,5.98,2.52,4.02,16.73,0.5,0.22,0.02
143,143,GOODO,12,07/22/2021,06/21/2022,0.9166666666666666,0.125,0.0,0,2021,1,NASDAQ-GS,Real Estate,Real Estate Investment Trusts,736.0,0.0,0.0,22.19,22.19,28.99,21.0,22.24,0.0,6.74,0.0,1.5
144,144,ENTG,19,10/31/2017,05/03/2022,2.8947368421052637,0.1,25.0,1,2017,5,NASDAQ-GS,Technology,Semiconductors,3479631.0,1478498.0,12295000000.0,91.51,85.92,158.0,86.59,88.38,27.5,0.45,3.3,0.4
145,145,YY,8,09/03/2020,06/22/2022,2.625,0.51,64.51612903225808,1,2020,2,NASDAQ-GS,Technology,EDP Services,375247.0,737132.0,2405000000.0,30.98,29.62,67.67,23.14,30.97,0.0,6.55,-0.92,2.03
146,146,GECCO,10,09/14/2021,12/14/2023,2.7,0.371267,1.1236326382233417,0,2021,1,NASDAQ-GM,,,2210.0,0.0,0.0,24.69,24.3,26.09,24.0,24.63,0.0,5.9,0.0,1.4524
147,147,IDCC,47,01/10/2011,07/12/2022,2.936170212765957,0.35,1500.0,1,2011,11,NASDAQ-GS,Telecommunications,Telecommunications Equipment,329571.0,305697.0,1896000000.0,62.1,59.27,75.25,56.13,60.55,28.62,2.31,2.16,1.4
148,148,BPOP,27,12/18/2015,06/01/2022,3.0,0.55,66.66666666666669,1,2015,34,NASDAQ-GS,Finance,Major Banks,581084.0,581305.0,6219000000.0,78.07,75.7,99.48,68.31,78.45,7.07,2.8,11.02,2.2
149,149,SFBC,36,08/09/2013,05/09/2022,3.0,0.17,200.0,1,2013,14,NASDAQ-CM,Finance,Savings Institutions,322.0,4445.0,99331000.0,37.95,37.95,47.26,36.0,37.96,11.93,1.79,3.18,0.68
150,150,INVA,5,08/26/2014,09/08/2015,2.6,0.25,0.0,0,2014,8,NASDAQ-GS,Health Care,Biotechnology: Pharmaceutical Preparations,681919.0,997782.0,1058000000.0,15.26,14.78,20.71,12.91,14.89,7.11,0.0,2.14,0.0
151,151,CAC,93,10/12/1999,07/14/2022,2.935483870967742,0.4,250.0,3,1999,23,NASDAQ-GS,Finance,Major Banks,93791.0,40513.0,666140000.0,45.38,43.9,52.16,41.48,44.77,10.15,3.57,4.42,1.6
152,152,GLPI,36,01/09/2014,06/09/2022,2.805555555555556,0.705,187.5,1,2014,8,NASDAQ-GS,Real Estate,Real Estate Investment Trusts,1299677.0,1609463.0,11488000000.0,46.57,45.72,51.46,41.81,46.82,21.12,6.02,2.2,2.82
153,153,CSGS,37,07/08/2013,06/15/2022,2.891891891891892,0.265,11.111111111111114,1,2013,9,NASDAQ-GS,Technology,EDP Services,187962.0,203796.0,1961000000.0,60.35,58.64,65.95,44.22,60.09,32.83,1.76,1.83,1.06
154,154,RFIL,39,12/29/2010,03/30/2020,2.923076923076923,0.02,900.0,1,2010,15,NASDAQ-GM,Technology,Electrical Products,6310.0,7119.0,62464000.0,6.41,5.98,9.63,5.48,6.2,32.68,0.0,0.19,0.0
155,155,PEGA,65,06/29/2006,06/30/2022,2.953846153846154,0.03,100.0,2,2006,16,NASDAQ-GS,Technology,EDP Services,485909.0,656907.0,4187000000.0000005,51.31,47.92,142.55,36.5,49.46,0.0,0.24,-0.72,0.12
156,156,PZZA,36,09/04/2013,05/13/2022,2.888888888888889,0.35,55.55555555555554,1,2013,9,NASDAQ-GS,Consumer Discretionary,Restaurants,469929.0,553272.0,3108000000.0,86.47,84.1,140.68,74.46,86.6,0.0,1.62,-0.55,1.4
157,157,QCOM,78,03/12/2003,06/01/2022,2.9615384615384617,0.75,42.85714285714283,2,2003,19,NASDAQ-GS,Technology,Computer peripheral equipment,8115934.0,10619992.0,140930000000.0,126.17,120.36,193.58,118.22,123.53,12.88,2.43,9.77,3.0
158,158,ATCOL,6,07/14/2021,10/13/2022,2.5,0.445313,0.0,0,2021,1,NASDAQ-GM,,,125.0,0.0,0.0,25.59,25.59,27.02,24.6,25.48,0.0,6.99,0.0,1.7813
159,159,KBAL,135,12/19/1988,06/23/2022,2.977777777777778,0.09,16.666666666666686,4,1988,34,NASDAQ-GS,Consumer Discretionary,Industrial Specialties,248783.0,218885.0,291065000.0,7.96,7.54,13.35,7.49,7.77,0.0,4.63,-0.35,0.36
160,160,BLKB,61,02/10/2005,02/27/2020,2.950819672131148,0.12,40.0,2,2005,17,NASDAQ-GS,Technology,Computer Software: Prepackaged Software,335266.0,440044.0,3033000000.0,58.47,55.78,86.96,48.52,57.48,0.0,0.0,-0.08,0.0
161,161,LCNB,87,12/13/2000,05/31/2022,2.954022988505747,0.2,11.111111111111114,3,2000,0,NASDAQ-CM,Finance,Major Banks,15122.0,21495.0,212839000.0,15.21,14.94,20.69,14.75,14.94,9.19,5.35,1.63,0.8
162,162,SBNY,16,07/31/2018,04/28/2022,2.8125,0.56,0.0,1,2018,4,NASDAQ-GS,Finance,Major Banks,524684.0,1118264.0,11486000000.0,189.58,176.65,374.76,165.36,184.12,11.08,1.22,17.09,2.24
163,163,PTEN,73,05/13/2004,06/01/2022,2.9726027397260277,0.04,100.0,2,2004,18,NASDAQ-GS,Energy,Oil & Gas Production,7734369.0,3845256.0,2796000000.0,14.63,12.77,20.53,6.44,15.13,0.0,1.06,-2.8,0.16
164,164,VIRC,4,03/22/2018,12/26/2018,3.0,0.015,0.0,0,2018,23,NASDAQ-GM,Consumer Discretionary,Industrial Specialties,12925.0,14698.0,60866000.0,3.86,3.61,4.09,2.63,3.87,0.0,0.0,-1.02,0.0
165,165,VIA,31,11/25/2014,05/31/2022,2.903225806451613,0.18125,50.79034941763726,1,2014,8,NASDAQ-GS,Utilities,Power Generation,41893.0,86146.0,117260000.0,7.75,7.39,12.35,7.1,7.7,6.61,9.42,1.14,0.725
166,166,RMCF,67,08/28/2003,02/27/2020,2.955223880597015,0.12,33.33333333333334,2,2003,0,NASDAQ-GM,Consumer Staples,Specialty Foods,6670.0,16029.0,41484000.0,6.89,6.75,10.36,5.48,6.75,0.0,0.0,-0.06,0.0
167,167,FWRD,69,05/18/2005,05/25/2022,2.9855072463768115,0.24,42.85714285714283,2,2005,24,NASDAQ-GS,Consumer Discretionary,Oil Refining/Marketing,171675.0,172223.0,2505000000.0,93.16,89.6,125.71,80.56,91.35,18.51,1.05,5.02,0.96
168,168,COHU,102,11/28/1994,02/24/2020,2.9705882352941178,0.06,33.33333333333334,3,1994,28,NASDAQ-GS,Industrials,Electrical Products,424534.0,333185.0,1219000000.0,25.06,24.06,39.86,24.38,24.85,7.68,0.0,3.26,0.0
169,169,AHPI,2,03/27/1996,06/26/1996,3.0,0.07,0.0,0,1996,29,NASDAQ-CM,Health Care,Industrial Specialties,25337.0,45595.0,6622000.0,1.65,1.55,16.41,1.55,1.62,0.0,0.0,-0.47,0.0
170,170,AVT,35,11/29/2013,06/07/2022,3.0,0.26,9.090909090909092,1,2013,22,NASDAQ-GS,Technology,Electronic Components,1122370.0,929833.0,4147999999.9999995,41.89,40.31,50.19,35.71,42.27,7.9,2.46,5.29,1.04
171,171,OXLCN,2,07/14/2022,08/16/2022,0.5,0.1484375,0.0,0,2022,0,NASDAQ-GS,Finance,Investment Managers,15398.0,0.0,0.0,24.88,24.7,24.9,24.25,24.9,0.0,0.0,0.0,0.0
172,172,UMPQ,7,11/19/2020,05/13/2022,3.0,0.21,0.0,1,2020,24,NASDAQ-GS,Finance,Commercial Banks,1756647.0,1556333.0,3696000000.0,17.32,16.56,22.06,15.77,17.45,9.22,4.81,1.85,0.84
173,173,DAIO,1,03/09/1989,03/09/1989,0.0,4.15,0.0,0,1989,33,NASDAQ-CM,Technology,Industrial Machinery/Components,9966.0,12129.0,26294000.0,3.05,2.96,7.52,2.95,3.04,0.0,0.0,-0.23,0.0
174,174,TROW,136,12/23/1988,06/14/2022,2.911764705882353,1.2,284.6153846153846,4,1988,34,NASDAQ-GS,Finance,Investment Managers,1113455.0,1852642.0,26835000000.0,117.12,112.32,224.56,104.72,115.31,9.47,4.16,12.36,4.8
175,175,ZEUS,66,02/27/2006,05/31/2022,2.9545454545454546,0.09,2525.0,2,2006,16,NASDAQ-GS,Industrials,Steel/Iron Ore,80539.0,98264.0,271172000.0,25.37,24.25,43.18,19.92,26.03,2.07,1.38,11.84,0.36
176,176,WTFCM,28,09/29/2015,06/30/2022,2.892857142857143,0.41,0.0,1,2015,7,NASDAQ-GS,Finance,Major Banks,9524.0,0.0,3536000000.0,25.2,24.64,28.84,23.91,24.72,0.0,6.63,0.0,1.64
177,177,ADSK,61,03/05/1990,03/22/2005,3.0,0.015,20.0,2,1990,33,NASDAQ-GS,Technology,Computer Software: Prepackaged Software,1833258.0,1930249.0,38913000000.0,177.04,170.22,344.39,163.2,173.86,80.41,0.0,2.2,0.0
178,178,WSTG,77,04/03/2003,05/13/2022,2.9740259740259742,0.17,10.0,2,2003,19,NASDAQ-GM,Technology,Retail: Computer Software & Peripheral Equipment,19905.0,12703.0,144687000.0,33.39,32.14,39.45,24.75,32.41,13.58,2.1,2.43,0.68
179,179,AMKR,7,12/17/2020,06/06/2022,2.571428571428572,0.05,25.0,1,2020,2,NASDAQ-GS,Technology,Semiconductors,1207952.0,972963.0,3785000000.0,15.48,14.89,29.5,15.31,15.44,5.49,1.3,2.82,0.2
180,180,TFSL,31,12/03/2014,06/06/2022,3.0,0.2825,47.05882352941177,1,2014,14,NASDAQ-GS,Finance,Savings Institutions,347489.0,347872.0,3824000000.0,13.66,13.34,20.5,13.34,13.71,56.75,8.24,0.24,1.13
181,181,CCMP,24,06/21/2016,03/22/2022,3.0,0.46,100.0,1,2016,10,NASDAQ-GS,Technology,Semiconductors,4160265.0,386723.0,4935000000.0,174.2,170.7,197.0,119.19,172.68,45.47,1.07,3.82,1.84
182,182,HBAN,133,12/06/1988,06/16/2022,2.9774436090225564,0.155,300.0,4,1988,34,NASDAQ-GS,Finance,Major Banks,13911094.0,13590578.0,17886000000.0,12.13,11.69,17.79,11.67,12.1,10.37,5.12,1.17,0.62
183,183,SMBK,11,11/20/2019,05/12/2022,2.727272727272727,0.07,20.0,1,2019,3,NASDAQ-CM,Finance,Major Banks,0.0,25652.0,403922000.0,0.0,0.0,28.63,22.63,24.04,11.56,1.15,2.08,0.28
184,184,WWD,102,01/30/1997,05/16/2022,2.980392156862745,0.19,100.0,3,1997,25,NASDAQ-GS,Industrials,Military/Government/Technical,0.0,437072.0,5808000000.0,0.0,0.0,129.12,87.59,92.09,33.98,0.81,2.71,0.76
185,185,OBT,4,09/02/2021,06/01/2022,2.25,0.2,0.0,0,2021,1,NASDAQ-CM,Finance,Major Banks,0.0,3520.0,206384000.0,0.0,0.0,42.61,33.8,36.69,8.84,2.11,4.14,0.8
186,186,ARKO,2,03/14/2022,05/27/2022,1.0,0.02,0.0,0,2022,0,NASDAQ-CM,Energy,Oil Refining/Marketing,0.0,369435.0,1063000000.0,0.0,0.0,10.98,7.32,8.54,16.11,0.97,0.53,0.08
187,187,BFST,17,05/14/2018,05/12/2022,2.823529411764706,0.12,25.0,1,2018,4,NASDAQ-GS,Finance,Major Banks,0.0,47939.0,447350000.0,0.0,0.0,29.5,20.19,21.93,9.37,2.22,2.34,0.48
188,188,OXLCL,7,06/14/2021,12/14/2022,2.571428571428572,0.421875,0.0,0,2021,1,NASDAQ-GS,Finance,Finance Companies,0.0,0.0,0.0,0.0,0.0,26.59,23.6,23.98,0.0,7.07,0.0,1.6875
189,189,ADTN,76,07/29/2003,05/18/2022,2.973684210526316,0.09,12.5,2,2003,19,NASDAQ-GS,Telecommunications,Telecommunications Equipment,0.0,378773.0,877700000.0,0.0,0.0,24.76,16.3,18.03,0.0,1.98,-0.22,0.36
190,190,PME,10,05/20/2016,07/30/2018,2.8,0.01,0.0,0,2016,8,NASDAQ-CM,Consumer Staples,Meat/Poultry/Fish,0.0,265006.0,80956000.0,0.0,0.0,1.12,0.42,0.942,0.0,0.0,-0.04,0.0
191,191,HIBB,5,07/07/2021,06/08/2022,2.2,0.25,0.0,0,2021,1,NASDAQ-GS,Consumer Discretionary,Apparel,0.0,413972.0,627490000.0,0.0,0.0,101.65,39.58,45.84,5.28,2.23,8.68,1.0
192,192,BKR,20,08/09/2017,05/27/2022,2.85,0.18,5.882352941176464,1,2017,5,NASDAQ-GS,Energy,Oilfield Services/Equipment,0.0,10695991.0,24533000000.0,0.0,0.0,39.78,19.23,28.2,85.45,2.48,0.33,0.72
193,193,RAIL,22,05/23/2012,08/15/2017,3.0,0.09,50.0,0,2012,17,NASDAQ-GS,Industrials,Railroads,0.0,173062.0,57569000.0,0.0,0.0,6.9,3.06,3.61,0.0,0.0,-1.15,0.0
194,194,INBK,39,12/06/2012,06/30/2022,2.923076923076923,0.06,0.0,1,2012,10,NASDAQ-GS,Finance,Major Banks,0.0,49045.0,369038000.0,0.0,0.0,53.56,28.05,37.45,7.63,0.64,4.91,0.24
195,195,PWOD,97,12/11/1998,06/06/2022,2.9072164948453607,0.32,126.66666666666669,3,1998,24,NASDAQ-GS,Finance,Major Banks,0.0,7789.0,161821000.0,0.0,0.0,25.0,22.0,22.89,10.08,5.59,2.27,1.28
196,196,HNRG,29,12/12/2012,01/30/2020,3.0689655172413794,0.04,0.0,1,2012,12,NASDAQ-CM,Energy,Coal Mining,0.0,476659.0,156430000.0,0.0,0.0,7.7,1.99,5.11,0.0,0.0,-0.42,0.0
197,197,HTLD,76,09/15/2003,06/24/2022,2.960526315789474,0.02,10000.0,2,2003,19,NASDAQ-GS,Industrials,Trucking Freight/Courier Services,0.0,277116.0,1098000000.0,0.0,0.0,17.88,12.78,13.91,13.38,0.57,1.04,0.08
198,198,HAYN,51,12/01/2009,05/31/2022,2.92156862745098,0.22,10.0,1,2009,13,NASDAQ-GS,,,0.0,58239.0,383131000.0,0.0,0.0,49.76,30.83,30.49,24.01,2.75,1.27,0.88
199,199,MANT,42,03/07/2012,06/09/2022,3.023809523809524,0.41,19.04761904761905,1,2012,11,NASDAQ-GS,Technology,EDP Services,0.0,595679.0,3897000000.0,0.0,0.0,95.98,66.91,95.66,28.9,1.72,3.31,1.64
200,200,MGPI,23,11/09/2016,05/19/2022,3.0,0.12,2125.0,1,2016,34,NASDAQ-GS,Consumer Staples,Beverages (Production/Distribution),0.0,143139.0,2238000000.0,0.0,0.0,104.0,58.41,101.9,20.06,0.47,5.08,0.48
201,201,FCRD,50,08/31/2010,06/14/2022,2.84,0.1,560.0,1,2010,12,NASDAQ-GS,Finance,Finance/Investors Services,0.0,35023.0,103275000.0,0.0,0.0,4.89,3.23,3.43,22.87,11.43,0.15,0.4
202,202,AMSF,41,03/12/2013,06/16/2022,2.707317073170732,0.31,2000.0,1,2013,9,NASDAQ-GS,Finance,Accident &Health Insurance,0.0,107331.0,1026000000.0,0.0,0.0,64.9,44.06,52.96,16.1,2.35,3.29,1.24
203,203,PDCE,5,06/09/2021,06/08/2022,2.4,0.35,416.66666666666674,0,2021,1,NASDAQ-GS,Energy,Oil & Gas Production,0.0,1695914.0,5547000000.0,0.0,0.0,89.22,34.52,56.96,11.35,2.28,5.02,1.4
204,204,BKCC,60,09/12/2007,06/15/2022,2.95,0.1,100.0,2,2007,15,NASDAQ-GS,Finance,Investment Managers,0.0,289699.0,272950000.0,0.0,0.0,4.38,3.43,3.69,5.35,10.81,0.69,0.4
205,205,ARCB,77,05/05/2003,05/10/2022,3.0,0.12,100.0,2,2003,30,NASDAQ-GS,Industrials,Trucking Freight/Courier Services,0.0,326287.0,1834000000.0,0.0,0.0,125.0,52.86,71.74,7.32,0.68,9.8,0.48
206,206,OTTR,135,11/08/1988,05/12/2022,2.977777777777778,0.4125,5.769230769230759,4,1988,34,NASDAQ-GS,Utilities,Electric Utilities: Central,0.0,163504.0,2754000000.0,0.0,0.0,71.89,47.24,66.29,12.7,2.38,5.22,1.65
207,207,IPGP,1,12/19/2012,12/19/2012,0.0,0.65,0.0,0,2012,10,NASDAQ-GS,Technology,Semiconductors,0.0,798884.0,4899000000.0,0.0,0.0,220.51,82.68,91.89,17.64,0.0,5.21,0.0
208,208,HWKN,15,11/15/2018,06/02/2022,3.066666666666667,0.14,7.692307692307708,1,2018,33,NASDAQ-GS,Industrials,Industrial Specialties,0.0,65097.0,738100000.0,0.0,0.0,48.12,29.93,34.96,14.33,1.56,2.44,0.56
209,209,FCCO,81,05/02/2002,05/02/2022,2.962962962962963,0.13,25.0,2,2002,20,NASDAQ-CM,Finance,Major Banks,0.0,10429.0,141834000.0,0.0,0.0,23.42,17.55,18.8,9.04,2.72,2.08,0.52
210,210,FCAP,94,03/16/1999,06/15/2022,2.9680851063829787,0.26,25.0,3,1999,23,NASDAQ-CM,Finance,Savings Institutions,0.0,4440.0,97539000.0,0.0,0.0,46.11,26.51,28.91,8.79,3.58,3.29,1.04
211,211,NXST,38,02/13/2013,05/12/2022,2.921052631578948,0.9,28.571428571428584,1,2013,9,NASDAQ-GS,Consumer Discretionary,Movies/Entertainment,0.0,332497.0,6730000000.0,0.0,0.0,192.84,135.87,164.58,7.99,2.14,20.59,3.6
212,212,SPFI,12,07/23/2019,04/29/2022,2.75,0.11,66.66666666666669,1,2019,3,NASDAQ-GS,Finance,Major Banks,0.0,22720.0,420715000.0,0.0,0.0,29.89,22.06,23.65,7.56,1.83,3.13,0.44
213,213,ATLO,83,07/30/2002,07/29/2022,2.903614457831325,0.27,118.1818181818182,2,2002,24,NASDAQ-CM,Finance,Major Banks,0.0,19220.0,200482000.0,0.0,0.0,25.55,21.81,22.05,0.0,4.86,0.0,1.08
214,214,UBFO,20,07/05/2017,04/05/2022,2.95,0.11,40.0,1,2017,24,NASDAQ-GS,Finance,Major Banks,0.0,6215.0,126046000.0,0.0,0.0,8.74,7.24,7.41,11.4,5.94,0.65,0.44
215,215,FISI,92,09/15/1999,06/16/2022,2.967391304347826,0.29,25.0,3,1999,23,NASDAQ-GS,Finance,Major Banks,0.0,46544.0,415423000.0,0.0,0.0,34.43,25.45,26.23,5.91,4.38,4.44,1.16
216,216,WETF,31,11/07/2014,05/10/2022,2.903225806451613,0.03,312.5,1,2014,8,NASDAQ-GS,Finance,Investment Managers,0.0,1043459.0,754692000.0,0.0,0.0,6.92,4.87,5.2,37.14,2.34,0.14,0.12
217,217,OVBC,111,04/23/1996,05/27/2022,2.81981981981982,0.15,425.0,3,1996,26,NASDAQ-GM,Finance,Major Banks,0.0,3292.0,152620000.0,0.0,0.0,32.29,23.87,31.99,12.4,2.71,2.58,0.84
218,218,SIMO,38,02/19/2013,05/11/2022,2.921052631578948,0.5,50.0,1,2013,9,NASDAQ-GS,Technology,Semiconductors,0.0,877650.0,2898000000.0,0.0,0.0,98.65,58.86,82.99,13.11,2.43,6.33,2.0
219,219,AGNCM,14,03/29/2019,06/30/2022,2.7857142857142856,0.4296875,130.76664876476906,1,2019,3,NASDAQ-GS,Real Estate,Real Estate Investment Trusts,0.0,0.0,7177000000.0,0.0,0.0,26.5,19.81,20.19,0.0,8.5,0.0,1.7188
220,220,PFXNL,38,06/12/2013,09/14/2022,2.921052631578948,0.382813,0.0001306122449022,1,2013,9,NASDAQ-GM,Finance,Finance Companies,0.0,0.0,0.0,0.0,0.0,27.44,24.99,25.36,0.0,6.08,0.0,1.5313
